Table ID,Types
1-1341718-43,text; dense_vector; text; real; text; text
1-1341843-19,text; dense_vector; text; real; text; text
1-1341930-21,text; dense_vector; text; real; text; text
1-1341930-33,text; dense_vector; text; real; text; text
1-1341973-6,text; dense_vector; text; real; text; text
1-1342013-31,text; dense_vector; text; real; text; text
1-1342013-41,text; dense_vector; text; real; text; text
1-1342149-3,text; dense_vector; text; real; text; text
1-1342198-25,text; dense_vector; text; real; text; text
1-1342218-11,text; dense_vector; text; real; text; text
1-1342233-13,text; dense_vector; text; real; text; text
1-1342233-42,text; dense_vector; text; real; text; text
1-1342249-32,text; dense_vector; text; text; text; text
1-1342249-42,text; dense_vector; text; real; text; text
1-1342256-11,text; dense_vector; text; real; text; text
1-1342270-17,text; dense_vector; text; real; text; text
1-1342338-6,text; dense_vector; text; real; text; text
1-1342379-5,text; dense_vector; text; real; text; text
1-1342393-16,text; dense_vector; text; real; text; text
1-1342393-17,text; dense_vector; text; real; text; text
1-1342393-41,text; dense_vector; text; real; text; text
1-1342451-38,text; dense_vector; text; real; text; text
1-1346118-4,text; dense_vector; text; real; text; text
1-1346137-4,text; dense_vector; text; text; text; text
1-13464416-4,real; text; dense_vector; text; text; text; text; text; text
1-13464416-6,real; text; dense_vector; text; text; text; text; text; text
1-13464416-8,real; text; dense_vector; text; text; text; text; text; text
1-13564637-5,text; text; text; text; text; text; text; text; text; text; text; text
1-13570-1,text; text; text; text; text; text; text
1-1359212-2,real; text; text; text; text; real; real; text; text; text; dense_vector; real
1-13605170-2,text; text; real; text; text; text
1-13606924-1,text; real; text; real; text; real; text; real
1-1360997-2,text; text; text; text; text; text; text; text; text; text
1-13618584-1,text; dense_vector; text; real; text; text
1-13619053-7,real; text; dense_vector; text; text; text; text; text; text
1-13619135-8,real; text; dense_vector; text; text; text; text; text; text
1-13625792-1,text; real; text; real; text; real; text; real
1-13642023-2,real; text; dense_vector; text; text; text; text
1-13643154-2,real; text; dense_vector; text; text; text; text
1-13643320-2,real; text; dense_vector; text; text; text
1-13665809-2,real; text; text; text; text
1-13700749-1,text; text; text; text; text
1-13758243-1,real; text; text; real; real; dense_vector
1-13762472-4,real; text; dense_vector; text; text; text; text; text; text
1-13764346-1,text; text; real; text; text
1-13805432-2,real; text; text; real; real
1-13812785-5,real; text; dense_vector; text; text; text; text; text; text
1-13812785-8,real; text; dense_vector; text; text; text; text; text; text
1-13833770-3,real; dense_vector; text; real; text; text
1-13845918-3,text; text; text; text; text; text
1-13869651-3,text; text; text; text; text; text; text; text; text; text; text
1-13870048-3,real; dense_vector; text; real; text; text
1-1389609-3,text; real; real; text; text
1-14003020-5,dense_vector; text; real; real; real; real
1-140297-1,text; text; text; real; text; text
1-14035132-3,text; text; text; text; text; text; text; text
1-1404486-1,real; text; text; text; real; text
1-14070062-3,text; text; text; text; text; text; text; text; text; text; text; text
1-1409106-2,real; dense_vector; real; real; text; real; real; real; text; real; real; real; text; real; real; real; text
1-140968-1,real; real; text; text; dense_vector; text; text
1-14102379-4,real; text; text; text; text; text; real
1-14125006-1,real; text; text; real; text
1-141541-5,real; real; real; real; real; real; text
1-14154271-2,real; text; dense_vector; text; text; text; text
1-1417184-1,real; text; text; text; real
1-1420954-1,text; real; text; text; text
1-142159-1,text; text; text; real; text; text; text; real; text; dense_vector
1-14242137-11,text; text; text; text; text
1-14253123-1,real; text; text; text; text; text; text; real; text; text
1-14260687-3,text; text; text; text; text; text; text; text; text
1-1427868-1,text; text; text; text; text; text; text
1-1427998-1,real; dense_vector; text; text; text; text; text
1-14302582-1,text; text; text; real; real; real
1-1430913-1,text; text; text; text; text
1-14325808-1,text; real; real; real; text; text
1-14330096-3,real; real; text; text; text; text
1-14332822-1,text; text; text; text; text
1-14342210-12,text; text; text; real; real; real; real
1-14342210-13,text; text; text; text; text; real; text; text
1-14342210-14,text; real; real; real; real
1-14342210-2,text; text; text; real; real; real; real
1-14342210-6,text; text; text; real; real; real; real
1-14342367-13,text; text; text; text; text; real; text; text
1-14342367-5,text; text; text; real; real; real; real
1-14342480-15,text; real; real; real; real
1-14342480-7,text; text; text; real; real; real; real
1-14342592-4,text; text; text; real; real; real; real
1-14342592-5,text; text; text; real; real; real; real
1-143554-1,real; real; text; text; text
1-14389782-2,text; text; real; real; real; real; text
1-14395920-2,real; text; text; text; text; text; dense_vector; text
1-14406743-5,dense_vector; text; text; text; text; text
1-14407512-24,real; text; dense_vector; text; text; text; text; text
1-14460937-1,real; text; real; real; real; real; real
1-1446600-4,text; text; text; text; text
1-14477002-1,real; text; text; dense_vector; text; text; text; text
1-14563349-11,real; text; text; dense_vector; text; text; text; text
1-14573770-4,dense_vector; real; real; real; real
1-14598-5,text; text; text; text; text; text; text; text
1-14624447-39,text; real; text; text; text; text; text; real
1-14655757-1,real; dense_vector; text; text; text
1-14670060-1,text; text; text; text; text; text
1-14708760-3,real; text; real; real; real; real; real; real; real
1-1473672-5,real; text; text; dense_vector; text; text
1-1473672-6,real; text; text; dense_vector; text; text
1-1473672-7,real; text; text; dense_vector; text; text
1-1474099-6,text; text; text; text; text; real
1-14752049-1,real; dense_vector; text; text; text; text; text
1-14752049-3,real; dense_vector; text; text; text; text
1-14752049-5,real; dense_vector; text; text; text; text
1-1475840-1,text; text; real; real; real; real; real; real; real; real; real
1-14835674-1,real; text; text; text; text; real
1-14835826-1,real; real; text; text; text; text; real; text
1-14876228-1,real; dense_vector; real; real; real; real; real; real; real
1-14904046-1,real; text; text; text; text; text
1-14925084-1,text; real; real; real; real
1-14940519-1,real; text; text; text; text; text; real
1-14945881-1,real; text; text; text; text; text; real
1-14951643-1,real; text; text; text; text; text; real
1-14971788-1,real; text; text; text; text; text; real
1-14975415-1,text; text; text; text; text
1-14977252-2,real; text; text; real; real; real; real; real; real
1-14977592-1,real; text; text; text; text; text; real
1-15001572-1,real; text; text; text; text; text
1-15013825-8,dense_vector; text; text; text; text; text
1-15017024-2,real; real; text; text; text; text; text
1-15056103-1,real; real; text; text; text; text
1-1506619-1,text; text; text; text; text; real; real
1-1506950-9,dense_vector; text; real; real; text; text; text; text
1-15081939-4,text; text; text; text; text
1-15082102-3,text; real; real; text; text; text
1-15125201-1,text; text; text; text; text; text; text; text
1-15128839-22,text; real; real; real; real; text; text; real; real; text; text; real; text; real; real
1-1514634-2,real; text; text; text; text; text; text
1-15161170-1,text; text; text; dense_vector; text
1-15163938-1,text; real; text; text; text
1-15173650-2,real; dense_vector; text; text; text; real
1-15187735-5,text; real; text; text; text; text; text
1-15187735-8,text; real; text; text; text; text; text
1-15187794-1,real; text; text; text; text; text; text; text
1-1520559-1,real; text; text; text; dense_vector; real; text; text; text; real; real
1-15211468-3,text; text; text; text; text
1-15261-1,real; text; text; text; text; text; text
1-15306124-1,text; real; real; real; real; real; real
1-15327489-1,real; text; dense_vector; text; text; text; real; real; real; real; text; text
1-15353123-1,real; real; text; text; text
1-15366768-1,text; text; real; real; text
1-15366849-1,text; text; text; real; text; real; real
1-15383430-1,text; text; text; text; text; text
1-1538516-1,text; text; text; text; text
1-15409403-1,real; real; text; text; text; text
1-15420044-1,real; dense_vector; real; real; real; real; real; real; real; text
1-15430606-1,text; real; text; text; text; text; real
1-15431122-2,real; real; real; real; real; real; text; real; text; text; text
1-15431251-1,real; real; text; text; text; text
1-15451122-2,real; text; text; text; text
1-15463188-16,text; text; text; dense_vector; text; text
1-15463188-7,text; text; real; dense_vector; text; text
1-15467476-2,text; text; text; text; text; text; text; text; text; text; text; text
1-15475116-1,text; text; text; text; text; text
1-15572443-1,text; text; text; text; text; text
1-1558077-8,text; text; text; text; text; text; text; real; text
1-15584199-2,text; text; dense_vector; real; text
1-15621965-17,text; real; dense_vector; text; text; text
1-15621965-18,text; real; dense_vector; text; text; text
1-15624586-2,dense_vector; text; text; text; text
1-15637071-1,text; text; text; text; real; real; text
1-1566848-6,text; text; text; text; text; text
1-1566852-10,text; text; text; text; text; text
1-1571238-2,dense_vector; real; real; real; real; real
1-15717093-1,real; real; text; text; text; text; text
1-15739098-1,real; text; text; text; text; text; text
1-15740666-4,text; text; text; text; text; text; text; text; text
1-1574968-1,text; text; text; text; text
1-15778392-1,text; text; text; text; real; text
1-15780049-6,real; text; dense_vector; text; text; text; text; text; text
1-15780718-6,real; text; dense_vector; text; text; text; text; text; text
1-15780718-9,real; text; dense_vector; text; text; text; text; text; text
1-15796100-1,text; text; text; text; text; text
1-15824796-5,real; real; text; text; text; text
1-158282-1,text; text; text; text; real; real; real; real
1-1585112-2,real; dense_vector; real; real; text; real; real; real; real; real; real; real; text; real; real; real; text
1-15852257-1,real; text; dense_vector; real; real; real; real; real; text
