Table ID,Headers
1-11691212-2,Year; Network; Lap-by-lap; Color commentator(s); Pit reporters; Host; Ratings; Viewers
1-11694832-1,No in series; No in season; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-11703336-1,Calculator; CPU; RAM; Display Size; Programming Languages; Link Abilities; Year Released; Predecessors; Successors
1-11713303-2,Team; Outgoing manager; Manner of departure; Date of vacancy; Replaced by; Date of appointment
1-11715748-2,Series #; Season #; Title; Director(s); Writer(s); Original airdate
1-11734041-10,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-11,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-17,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-18,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-20,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-3,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-6,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-11734041-7,Player; No(s); Height in Ft.; Position; Years for Rockets; School/Club Team/Country
1-1174162-1,Suburb; Population (in 2008); Median age (in 2006); Mean household size (in 2006); Area (km²); Density (/km²); Date first settled as a suburb; Gazetted as a Division Name
1-11748792-2,Series; Monday; Tuesday; Wednesday; Thursday; Friday; Saturday; Sunday
1-11753080-2,#; Episode; Air Date; Timeslot; Rating; Share; 18-49; Viewers; Weekly Rank
1-1176162-3,model; cylinders/ valves; displacement cc; max. power kW (PS) at rpm; max. torque (Nm) at rpm; engine code; top speed (km/h); production period
1-1176371-1,Name of ground; Location; Year; FC matches; LA matches; T20 matches; Total
1-11780179-1,Country; Population; Area (km²); GDP (nominal); GDP per capita (nominal)
1-11793221-2,Unit; Commander; Complement; Killed; Wounded; Missing
1-11793221-4,Unit; Commander; Complement; Killed; Wounded; Missing
1-1180228-1,DVD Name; Released; Audio; Aspect Ratio; Duration; Number of Episodes; Num of Discs
1-11803648-17,Round; Overall; Player; Position; Nationality; Club team
1-11803648-20,Round; Overall; Player; Position; Nationality; Club team
1-11803648-21,Round; Overall; Player; Position; Nationality; Club team
1-11803648-22,Round; Overall; Player; Position; Nationality; Club team
1-11820086-1,No in series; No in season; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-1182314-5,State; Norwegian Americans (1980); Percent (1980); Norwegian Americans (1990); Percent (1990); Norwegian Americans (2000); Percent (2000); Norwegian Americans (2009); Percent (2009)
1-1183842-1,Institution; Location; Founded; Type; Enrollment; Nickname; Joined
1-11839306-2,Disc; Track; English title; Japanese title; Rōmaji title; Artist; Track time
1-11875915-2,Rnd; Circuit; WSC Winning Team; GT1 Winning Team; GT2 Winning Team; GT3 Winning Team; Results
1-11900378-1,Tournament; Date; City; Country; Surface; Singles champions; Doubles champions
1-11900773-5,Date of Issue; Theme; Denomination; Design; Illustration; Printing Process; Paper Type; First Day Cover Cancellation
1-11907963-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11908801-1,Full Name; Nickname; Gender; Weight at birth; Meaning
1-11916083-1,Year; Theme; Artist; Mintage (Proof); Issue Price (Proof); Mintage (BU)[ clarification needed ]; Issue Price (BU)[ clarification needed ]
1-11934032-1,Station Number; District; Location; Type; Appliances; Registrations
1-11950720-3,No; Player; Date of Birth; Batting Style; Bowling Style; First Class Team
1-11950720-4,No; Player; Date of Birth; Batting Style; Bowling Style; First Class Team
1-11950720-8,No; Player; Date of Birth; Batting Style; Bowling Style; First Class Team
1-11951237-2,Series #; Season #; Title; Directed by; Written by; Musical guest and song; Original air date; Production code
1-11951237-3,Series #; Season #; Title; Directed by; Written by; Musical guest and song; Original air date; Production code
1-11951237-4,Series #; Season #; Title; Directed by; Written by; Original air date; Production code
1-11959669-3,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11959669-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11959669-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960196-3,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-11960407-2,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960407-4,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960610-10,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960610-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960944-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-11960944-4,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960944-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11960944-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11961582-10,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-11961582-4,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11961582-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11963536-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-11963601-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-11964047-10,#; Date; Visitor; Score; Home; Leading scorer; Attendance; Record; Streak
1-11964047-6,#; Date; Visitor; Score; Home; Leading scorer; Attendance; Record; Streak
1-11964047-8,#; Date; Visitor; Score; Home; Leading scorer; Attendance; Record; Streak
1-11964047-9,#; Date; Visitor; Score; Home; Leading scorer; Attendance; Record; Streak
1-11964154-11,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11964154-7,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11964154-9,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-11964263-13,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Series
1-11970261-2,Country; Preliminaries; Interview; Swimsuit; Evening Gown; Average
1-1199219-2,District; Vacator; Reason for change; Successor; Date successor seated
1-12000368-1,Index (Year); Author / Editor / Source; Year of publication; Countries sampled; World Ranking (1); Ranking L.A. (2)
1-12001616-4,Finish; Start; Car No; Driver; Car Name; Car Make; Entrant; Laps; Status
1-12002388-1,Year; Division; League; Reg. Season; Playoffs; Open Cup
1-12027364-1,Year; Mens singles; Womens singles; Mens doubles; Womens doubles; Mixed doubles
1-12028543-3,Season; Cup FinalDate; WinningTeam; Score; LosingTeam; Location; Cup Final Attendance
1-12030612-9,Series #; Season #; Title; Directed by; Written by; Original air date
1-12033013-1,No in series; Title; Directed by; Written by; Original air date; Production code
1-12033013-3,No in series; No in season; Title; Directed by; Written by; Original air date; Production code
1-1204998-2,English Name; Simplified; Traditional; Pinyin; Hakka; Area; Population; Density
1-1205598-1,Metropolitan Area; Media Market Ranking; Hosted 4 teams since; NFL Team(s); MLB Team(s); NBA Team(s); NHL Team(s)
1-1206114-2,Vendor and type; Models; NetFlow Version; Implementation; Comments
1-120778-1,Jurisdiction; For Prohibition; Percent For; Against Prohibition; Percent Against
1-12086015-7,Player; Nationality; Finals; Win-Loss; Year(s)
1-12095519-1,Train No; Train Name; Origin; Destination; Frequency
1-12113818-1,Year; Communications and Corporate Affairs; Human Resources & Operations; Local Affairs; Academic & University Affairs; External Affairs
1-12113888-1,Number; Builder; Built; Rebuilt; Name as rebuilt; Scrapped/Sold
1-12121208-1,Year; Mens singles; Womens singles; Mens doubles; Womens doubles; Mixed doubles
1-1212189-1,Model/Engine; Capacity; Cylinders/Valves; Power/rpm; Torque (Nm)/rpm
1-12125069-2,Date; Winning Team; Score; Winning Pitcher; Losing Pitcher; Attendance; Location
1-12134383-1,#; President; Date of birth; Date of inauguration; Age at inauguration; End of term; Length of retirement; Date of death; Lifespan
1-1213511-2,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-1213511-3,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-1213511-4,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-1213511-5,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-1213511-6,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-1213511-7,Pick #; Player; Position; Nationality; NHL team; College/junior/club team
1-1214035-1,Year; Division; League; Regular Season; Playoffs; Open Cup
1-12148018-2,#; Episode; Director; Writer; Original airdate; Viewers
1-12148147-2,Subjects; First Year; Second Year; Third Year; Fourth Year
1-12159115-2,Series #; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-12159115-3,Series #; Season #; Title; Directed by; Written by; Original air date; Production code; U.S. viewers (millions)
1-1216097-7,Season; Winner; Runner-up; Third; Winner Men; Winner Women
1-12161822-5,Rd.; Grand Prix; Pole position; Fastest lap; Winning driver; Winning constructor; Report
1-10015132-16,Player; No.; Nationality; Position; Years in Toronto; School/Club Team
1-10083598-1,No; Date; Round; Circuit; Pole Position; Fastest Lap; Race winner; Report
1-1013129-2,Pick; Player; Position; Nationality; NHL team; College/junior/club team
1-1013129-3,Pick; Player; Position; Nationality; NHL team; College/junior/club team
1-1014206-2,#; Shipyard; Laid down; Launched; Commissioned; Fleet; Status
1-1015521-2,Equivalent NATO Rank Code; Rank in Spanish; Rank in English; Commonwealth equivalent; US Air Force equivalent
1-1024710-2,Member; Electorate; Province; MPs term; Election date
1-10294071-1,Player; Total W–L; Singles W–L; Doubles W–L; Ties played; Debut; Years played
1-10333757-1,Calls; Frequency; Branding; Format; Market/Rank; Timeslot; Group owner
1-10408617-5,Scheme; Tariff code; BTs retail price (regulated); Approx premium; Prefixes
1-10409754-5,"Nominative; Old orthography; New orthography; /e/ or /æ/ (IPA); Tone (Latvian notation: /~/ - level, /^/ - broken); Translation"
1-10432351-1,Star (Pismis24-#); Spectral type; Magnitude (M bol ); Temperature (K); Radius (R ☉ ); Mass (M ☉ )
1-105344-2,Year; Aircraft kilometers; Departures; Flying hours; Passengers; Seat factor; Employees; Profit/loss
1-10548224-1,Year; Game or event; Date contested; League or governing body; Sport; Winning team; Losing team; Final score
1-1057262-2,Crop (kilotonnes); New South Wales; Victoria; Queensland; Western Australia; South Australia; Tasmania; Total
1-10586064-2,County; Precincts; Lunsford; % Lunsford; McConnell; % McConnell; Total
1-1058787-1,Approximate Age; Virtues; Psycho Social Crisis; Significant Relationship; Existential Question [ not in citation given ]; Examples
1-1059743-2,Rank; Member Association; Points; Group stage; Play-off; AFC Cup
1-10601843-2,Stadium; Capacity; City; Country; Tenant; Opening
1-10610087-5,No. in series; No. in season; Title; Directed by; Written by; Original air date
1-10638523-1,Particulars and Characteristics; Shivalik Zone; Mid-Hill Zone; High hill zone; Trance- n Himalaya Zone
1-10644188-3,Total tenure rank; Uninterrupted rank; Name; State represented; Dates of service; Total tenure time; Uninterrupted time
1-10682862-68,Country; Players; Standard; Minor; First title; Last title
1-10710364-1,Religious group; Population % 1961; Population % 1971; Population % 1981; Population % 1991; Population % 2001
1-10753917-1,Season; Driver; Team; Engine; Poles; Wins; Podiums; Points; Margin of defeat
1-10797636-1,Village (German); Village (Slovene); Number of people 1991; Percent of Slovenes 1991; Percent of Slovenes 1951
1-10812293-6,Game; Date; Team; Score; High points; High rebounds; High assists; Location Attendance; Record
1-1081235-1,Name of lava dome; Country; Volcanic area; Composition; Last eruption or growth episode
1-10812403-4,Pick #; CFL Team; Player; Position; College
1-10848177-1,Track #; Song; Singers; Picturization; Length; Lyricist
1-10875694-11,Title; System; Publisher; Product No.; Compatible with 20/60GB NTSC PS3 (CECHA/CECHB); Compatible with 60GB PAL/80GB NTSC PS3 (CECHC/CECHE)
1-1090916-2,Vehicle Numbers; Vehicle Types; Livery; Location; Status
1-1096793-1,Club; Position in 2012; First season; Number of seasons; First season of current spell; Titles; Last title
1-11075747-3,Series #; Episode #; Title; Directed by; Written by; Original air date
1-1108394-34,1953; party; Manhattan; The Bronx; Brooklyn; Queens; Richmond [Staten Is.]; Total; %
1-1108394-47,1921; party; Manhattan; The Bronx; Brooklyn; Queens; Richmond [Staten Is.]; Total; %
1-1108394-6,2013 Republican primary; Manhattan; The Bronx; Brooklyn; Queens; Staten Island; Total; %
